player_id,sessions_per_week,avg_session_minutes,hours_per_session,total_weeks_active,total_playtime_hours,total_activity_minutes,achievements_unlocked,purchases_made,xp_earned,player_level,friends_count,quests_completed,items_crafted,chat_messages,days_since_last_login,toxicity_reports,clan_participation_rate,monetisation_score,engagement_score,noise_uniform_1,noise_uniform_2,noise_gauss_1,label
11688,12,35.9,0.6,30,216.0,12924,6,0,1740,1,46,32,4,4,6,1,0.0,0.0,0.152,0.5523,0.8392,-0.3701,0
11689,9,96.2,1.6,17,244.8,14719,32,1,1409,55,37,27,4,73,0,0,0.475,2.6,0.491,0.2326,0.8773,-0.47,0
11690,10,92.7,1.55,30,465.0,27810,33,2,2201,26,42,0,16,174,13,0,0.0,5.1,0.29,0.1376,0.9825,1.2013,1
11691,10,72.0,1.2,9,108.0,6480,23,1,3515,2,22,15,20,97,0,1,0.055,2.2,0.394,0.4263,0.4684,-1.1699,0
11692,11,54.2,0.9,23,227.7,13713,35,1,1891,14,129,16,0,22,7,0,0.178,1.9,0.386,0.4133,0.7557,-2.4242,1
11693,13,39.9,0.66,23,197.34,11930,22,2,1876,1,85,6,21,152,60,1,0.174,3.32,0.477,0.7233,0.4287,-1.1798,0
11694,11,78.0,1.3,33,471.9,28314,5,1,2587,33,20,0,0,26,0,0,0.665,2.3,0.419,0.335,0.704,0.7088,1
11695,11,68.5,1.14,6,75.24,4521,43,0,2739,5,35,20,8,165,0,2,0.22,0.0,0.434,0.0438,0.097,0.6838,1
11696,7,76.0,1.27,21,186.69,11172,0,1,86,47,44,11,11,0,23,1,0.02,2.27,0.321,0.7344,0.7831,0.7927,0
11697,2,60.6,1.01,30,60.6,3636,19,0,2175,27,39,0,5,53,30,2,0.052,0.0,0.281,0.3665,0.2101,0.4269,0
11698,7,45.2,0.75,30,157.5,9492,50,1,1235,14,0,20,10,22,39,0,0.0,1.75,0.163,0.214,0.8691,-0.5198,0
11699,4,65.0,1.08,31,133.92,8060,0,1,1256,51,117,0,29,138,0,1,0.51,2.08,0.266,0.323,0.6776,0.7464,0
11700,10,38.5,0.64,31,198.4,11935,33,2,1950,21,52,0,20,0,31,0,0.0,3.28,0.288,0.1137,0.4378,-0.3204,1
11701,6,86.5,1.44,26,224.64,13494,21,0,3292,40,146,6,27,235,63,0,0.251,0.0,0.276,0.8559,0.5388,-0.9343,1
11702,10,79.7,1.33,30,399.0,23910,16,0,298,19,0,13,17,55,28,0,0.189,0.0,0.201,0.0657,0.8941,1.5091,0
11703,6,54.5,0.91,23,125.58,7521,29,3,1649,37,111,15,18,67,34,1,0.218,5.73,0.297,0.3557,0.7603,-1.2835,0
11704,10,82.3,1.37,22,301.4,18106,5,0,660,21,72,3,26,0,59,0,0.35,0.0,0.238,0.8724,0.7617,1.2722,0
11705,8,62.0,1.03,10,82.4,4960,16,2,2066,37,91,2,0,0,15,1,0.265,4.06,0.261,0.1139,0.0213,0.7161,0
11706,6,37.2,0.62,13,48.36,2902,32,1,1720,16,122,8,0,0,47,0,0.126,1.62,0.393,0.0471,0.3628,-1.3113,1
11707,4,109.8,1.83,15,109.8,6588,39,5,2910,22,59,22,2,55,0,1,0.158,14.15,0.451,0.6047,0.8389,-1.7842,1
11708,17,76.6,1.28,26,565.76,33857,62,0,3381,22,5,6,15,156,9,0,0.421,0.0,0.412,0.5516,0.1583,-0.2663,1
11709,10,75.7,1.26,16,201.6,12112,0,2,2138,19,48,10,0,116,5,0,0.19,4.52,0.206,0.945,0.3691,-0.812,0
11710,10,67.1,1.12,31,347.2,20801,15,1,1310,63,92,0,6,0,7,0,0.0,2.12,0.294,0.5069,0.1213,-1.1895,1
11711,6,41.0,0.68,10,40.8,2460,0,2,2011,23,97,5,11,89,35,1,0.0,3.36,0.171,0.8249,0.1549,0.2737,0
11712,11,30.1,0.5,31,170.5,10264,32,1,2619,26,18,24,18,63,24,1,0.0,1.5,0.348,0.0268,0.9344,-0.2728,1
11713,10,46.4,0.77,26,200.2,12064,34,4,2763,45,4,14,7,179,9,2,0.117,7.08,0.232,0.9404,0.0244,0.1439,1
11714,3,49.7,0.83,17,42.33,2535,19,0,1513,36,59,18,15,65,18,1,0.391,0.0,0.328,0.7565,0.801,-0.6943,0
11715,10,20.3,0.34,11,37.4,2233,0,2,1363,2,0,3,20,108,37,0,0.01,2.68,0.386,0.4186,0.0541,-1.0519,0
11716,8,25.9,0.43,17,58.48,3522,20,1,1599,31,90,0,0,0,43,0,0.237,1.43,0.298,0.0394,0.7127,-0.0912,0
11717,11,69.2,1.15,8,101.2,6090,22,0,2217,52,24,3,19,40,0,1,0.403,0.0,0.519,0.0583,0.6974,-1.0065,0
11718,5,41.2,0.69,2,6.9,412,0,3,677,33,29,14,25,0,5,0,0.298,5.07,0.276,0.1559,0.1012,-0.9857,1
11719,8,61.7,1.03,42,346.08,20731,24,3,4355,13,99,16,0,115,1,1,0.216,6.09,0.461,0.0177,0.9384,1.4104,1
11720,4,21.4,0.36,19,27.36,1626,16,1,2400,20,91,9,4,12,32,0,0.455,1.36,0.246,0.9176,0.962,0.5141,0
11721,5,23.8,0.4,11,22.0,1309,29,0,1857,41,86,16,23,83,17,0,0.227,0.0,0.396,0.844,0.8506,-0.3615,1
11722,4,10.0,0.17,8,5.44,320,15,2,1818,39,77,8,0,0,7,1,0.255,2.34,0.113,0.026,0.5805,0.506,0
11723,5,69.4,1.16,47,272.6,16309,41,1,1577,33,0,29,22,0,31,1,0.172,2.16,0.418,0.8143,0.9755,0.0474,1
11724,10,48.1,0.8,18,144.0,8658,6,0,1744,48,111,30,0,53,17,2,0.097,0.0,0.246,0.7493,0.2942,0.5742,0
11725,2,53.0,0.88,14,24.64,1484,20,1,1499,46,8,16,16,104,0,0,0.333,1.88,0.153,0.525,0.3001,-1.163,0
11726,7,31.6,0.53,7,25.97,1548,22,1,2313,73,72,30,25,226,0,0,0.277,1.53,0.309,0.702,0.248,-0.7422,1
11727,11,92.1,1.54,39,660.66,39511,8,1,1784,33,16,13,0,144,49,1,0.0,2.54,0.313,0.646,0.1805,-0.8385,0
11728,3,18.2,0.3,6,5.4,328,37,2,1837,22,0,9,2,143,31,1,0.338,2.6,0.222,0.4597,0.0545,-1.474,1
11729,7,42.3,0.7,14,68.6,4145,26,3,725,63,24,11,14,12,23,0,0.271,5.1,0.245,0.3462,0.6373,0.4249,0
11730,9,73.2,1.22,20,219.6,13176,1,1,1892,8,0,12,31,170,63,1,0.383,2.22,0.396,0.5731,0.5886,-1.5082,0
11731,10,79.0,1.32,1,13.2,790,33,2,2422,1,0,23,4,86,6,0,0.615,4.64,0.353,0.6906,0.0995,1.2667,0
11732,10,65.1,1.08,25,270.0,16275,21,3,0,32,67,27,0,107,0,2,0.607,6.24,0.253,0.2379,0.0447,1.2863,0
11733,6,86.0,1.43,14,120.12,7224,25,0,2316,32,36,29,10,0,1,0,0.068,0.0,0.4,0.5757,0.2311,-2.4789,1
11734,4,34.1,0.57,1,2.28,136,33,1,870,38,93,9,9,54,0,0,0.527,1.57,0.407,0.4609,0.7152,1.4313,0
11735,8,42.3,0.7,31,173.6,10490,14,1,3085,25,105,15,0,45,60,0,0.64,1.7,0.493,0.638,0.425,-0.0675,0
11736,7,44.9,0.75,27,141.75,8486,16,0,1699,48,136,16,9,53,0,2,0.0,0.0,0.171,0.9722,0.4123,0.8421,0
11737,8,48.7,0.81,24,155.52,9350,31,0,1925,23,62,6,0,0,0,1,0.528,0.0,0.248,0.4923,0.0459,0.4836,0
11738,13,58.1,0.97,12,151.32,9064,14,0,2481,52,0,35,0,28,6,1,0.301,0.0,0.438,0.3086,0.6201,1.6183,0
11739,7,85.3,1.42,8,79.52,4777,14,0,407,12,25,2,24,80,10,1,0.229,0.0,0.243,0.8221,0.2411,1.6842,0
11740,9,43.5,0.72,23,149.04,9004,33,2,2538,32,76,17,19,106,39,0,0.308,3.44,0.249,0.0336,0.0835,0.7994,0
11741,16,38.5,0.64,19,194.56,11704,43,1,3076,32,77,16,1,196,9,0,0.536,1.64,0.463,0.4688,0.9223,1.6917,1
11742,9,81.6,1.36,14,171.36,10282,16,0,2444,27,47,25,3,0,88,1,0.19,0.0,0.345,0.5889,0.6717,-2.6076,0
11743,5,63.1,1.05,7,36.75,2208,32,0,1090,37,141,11,5,23,0,1,0.094,0.0,0.141,0.1957,0.7664,0.7962,0
11744,8,65.2,1.09,17,148.24,8867,24,1,1743,1,32,18,1,0,18,1,0.139,2.09,0.446,0.8148,0.4347,-1.6453,0
11745,3,59.8,1.0,21,63.0,3767,0,0,1027,16,0,11,21,143,37,0,0.44,0.0,0.268,0.1737,0.6562,0.4414,0
11746,7,56.4,0.94,8,52.64,3158,6,5,743,45,111,3,16,147,19,0,0.276,9.7,0.416,0.5504,0.8552,0.2839,0
11747,2,41.3,0.69,21,28.98,1735,0,0,1739,18,101,0,15,61,0,0,0.118,0.0,0.231,0.4356,0.4474,1.7147,0
11748,12,114.8,1.91,43,985.56,59237,47,0,2647,27,118,21,2,70,11,0,0.39,0.0,0.346,0.9976,0.5126,-1.7555,1
11749,5,37.2,0.62,30,93.0,5580,25,4,2223,38,114,38,5,0,28,1,0.019,6.48,0.381,0.3868,0.8717,0.6731,1
11750,5,40.1,0.67,41,137.35,8220,9,3,2331,7,56,5,0,0,44,0,0.026,5.01,0.187,0.6255,0.0627,-0.9377,0
11751,11,62.7,1.05,22,254.1,15173,36,0,1223,43,60,2,22,0,0,0,0.0,0.0,0.37,0.4995,0.3911,0.4797,0
11752,7,93.2,1.55,1,10.85,652,30,4,2775,74,45,15,0,207,0,1,0.866,10.2,0.555,0.8309,0.7221,-0.5721,1
11753,3,75.7,1.26,44,166.32,9992,21,1,2210,20,38,12,2,121,32,2,0.187,2.26,0.407,0.1519,0.1069,-0.2013,0
11754,3,42.1,0.7,7,14.7,884,45,1,2485,21,0,9,7,0,33,0,0.465,1.7,0.359,0.6039,0.7418,0.5981,0
11755,10,59.8,1.0,9,90.0,5382,3,1,1455,33,112,30,0,120,11,0,0.267,2.0,0.284,0.4179,0.4451,1.5341,1
11756,10,71.2,1.19,5,59.5,3560,33,0,2726,20,0,17,7,0,5,1,0.302,0.0,0.478,0.6614,0.7117,1.6427,0
11757,11,68.0,1.13,36,447.48,26928,8,0,2662,1,50,5,24,20,28,1,0.044,0.0,0.364,0.2925,0.2239,-1.3525,0
11758,14,66.9,1.12,42,658.56,39337,13,2,2229,36,43,1,16,45,39,0,0.558,4.24,0.508,0.8386,0.6298,-0.3604,0
11759,6,70.5,1.18,6,42.48,2538,19,1,1023,19,78,29,14,0,33,0,0.198,2.18,0.324,0.4246,0.2081,-0.8129,0
11760,3,59.7,1.0,1,3.0,179,29,3,2747,65,59,27,9,0,58,0,0.0,6.0,0.352,0.6208,0.4604,-1.5031,1
11761,10,44.3,0.74,3,22.2,1329,15,0,1342,2,0,34,22,154,11,0,0.199,0.0,0.176,0.0823,0.4879,0.8463,0
11762,7,44.8,0.75,1,5.25,314,21,3,1964,1,117,6,15,30,12,2,0.0,5.25,0.232,0.1054,0.6054,-1.2818,0
11763,12,72.9,1.22,1,14.64,875,9,0,1923,36,0,16,4,23,39,1,0.018,0.0,0.205,0.8813,0.0619,0.8396,0
11764,6,65.6,1.09,6,39.24,2362,17,0,2494,22,80,3,19,11,29,0,0.0,0.0,0.327,0.2672,0.1423,-0.4717,0
11765,9,106.5,1.78,20,320.4,19170,10,1,1060,43,40,27,7,160,13,0,0.284,2.78,0.404,0.7983,0.4466,1.1861,1
11766,7,5.0,0.08,19,10.64,665,7,0,1057,32,55,26,0,10,69,0,0.384,0.0,0.162,0.7236,0.5339,1.3881,0
11767,5,45.0,0.75,1,3.75,225,19,4,2033,17,71,13,18,103,13,1,0.133,7.0,0.339,0.6506,0.1479,-0.4825,0
11768,9,42.4,0.71,22,140.58,8395,5,2,1420,47,62,20,0,7,37,0,0.148,3.42,0.274,0.5245,0.7016,0.1399,0
11769,7,29.0,0.48,1,3.36,203,23,0,1755,30,39,22,0,245,27,2,0.0,0.0,0.383,0.834,0.9167,0.4726,0
11770,8,79.0,1.32,33,348.48,20856,46,2,3591,35,114,25,20,146,21,0,0.302,4.64,0.504,0.3779,0.3305,-0.8335,1
11771,8,31.2,0.52,10,41.6,2496,25,0,2161,24,53,16,10,190,8,0,0.104,0.0,0.23,0.7843,0.7837,-0.9133,0
11772,7,43.0,0.72,1,5.04,301,5,0,1300,50,7,0,21,39,18,2,0.05,0.0,0.127,0.8357,0.8726,0.0515,0
11773,6,42.9,0.72,28,120.96,7207,21,1,1386,1,44,13,14,0,10,0,0.051,1.72,0.361,0.7535,0.6212,1.0777,0
11774,12,60.9,1.01,4,48.48,2923,6,1,945,13,59,0,14,0,18,0,0.199,2.01,0.215,0.613,0.6496,-1.2832,0
11775,5,47.5,0.79,27,106.65,6412,8,0,2076,16,121,12,33,41,10,1,0.536,0.0,0.402,0.24,0.1061,-0.8453,1
11776,8,96.5,1.61,28,360.64,21616,14,0,1149,40,41,20,20,0,19,1,0.0,0.0,0.204,0.0311,0.5068,-0.1769,0
11777,2,97.0,1.62,27,87.48,5238,34,3,3090,38,15,8,26,0,55,0,0.304,7.86,0.209,0.1556,0.5468,1.9722,1
11778,3,32.9,0.55,5,8.25,493,0,0,1470,44,0,14,19,26,16,1,0.0,0.0,0.255,0.8413,0.4117,0.6219,0
11779,5,72.1,1.2,12,72.0,4326,26,1,1183,9,129,27,13,251,0,0,0.403,2.2,0.429,0.6031,0.9966,-1.3593,0
11780,5,27.1,0.45,41,92.25,5556,6,1,1047,49,110,6,8,0,44,0,0.133,1.45,0.135,0.65,0.4019,-0.7681,0
11781,5,23.2,0.39,21,40.95,2436,12,1,1352,27,56,23,20,83,0,0,0.318,1.39,0.265,0.6394,0.5565,-0.9549,0
11782,8,82.1,1.37,21,230.16,13793,23,1,2413,56,160,14,0,126,25,0,0.469,2.37,0.479,0.5841,0.2603,-0.2578,1
11783,7,67.1,1.12,38,297.92,17849,16,1,2262,1,0,14,21,0,0,0,0.271,2.12,0.353,0.5535,0.2921,-1.3304,0
11784,3,47.0,0.78,17,39.78,2397,31,2,2471,21,8,0,21,0,0,0,0.222,3.56,0.146,0.8976,0.9241,0.9781,0
11785,5,34.3,0.57,9,25.65,1544,13,2,785,9,14,8,0,104,2,1,0.0,3.14,0.354,0.1063,0.2486,2.3337,0
11786,8,25.3,0.42,21,70.56,4250,51,3,3498,30,0,16,36,90,27,0,0.653,4.26,0.295,0.6232,0.4378,-0.9182,1
11787,7,85.4,1.42,12,119.28,7174,10,0,2097,12,46,5,0,99,22,0,0.475,0.0,0.255,0.5404,0.7249,1.028,0
11788,3,44.0,0.73,20,43.8,2640,1,2,1154,25,41,5,7,37,10,0,0.0,3.46,0.354,0.1682,0.5044,-0.7477,0
11789,13,61.1,1.02,47,623.22,37332,18,0,2298,40,34,3,0,6,74,0,0.177,0.0,0.296,0.3718,0.1946,-1.772,0
11790,10,52.6,0.88,26,228.8,13676,6,3,1137,34,67,0,20,7,32,0,0.0,5.64,0.266,0.3251,0.5635,1.4085,0
11791,4,29.2,0.49,14,27.44,1635,4,0,1839,15,15,2,12,53,55,0,0.053,0.0,0.322,0.5535,0.8668,0.0033,0
11792,7,69.6,1.16,41,332.92,19975,8,0,1154,40,75,24,7,74,0,0,0.321,0.0,0.179,0.068,0.8223,1.984,0
11793,8,91.2,1.52,47,571.52,34291,7,2,2621,14,30,20,24,114,1,1,0.152,5.04,0.321,0.216,0.8519,-2.0994,0
11794,9,22.7,0.38,37,126.54,7559,13,2,2801,38,113,26,10,191,23,0,0.238,2.76,0.3,0.3927,0.8937,0.1702,1
11795,4,60.0,1.0,1,4.0,240,31,1,1460,15,114,11,10,121,14,0,0.333,2.0,0.208,0.5343,0.2954,0.825,0
11796,4,67.2,1.12,27,120.96,7258,7,1,0,13,0,22,7,88,3,1,0.246,2.12,0.148,0.9443,0.0076,0.1598,1
11797,6,35.5,0.59,37,130.98,7881,20,5,1926,48,120,17,35,336,15,2,0.519,7.95,0.181,0.764,0.4683,0.0831,1
11798,3,37.8,0.63,4,7.56,454,9,0,2906,23,46,13,7,0,2,1,0.268,0.0,0.376,0.1672,0.8147,0.5434,0
11799,8,76.3,1.27,5,50.8,3052,23,0,1532,26,0,21,15,51,46,1,0.312,0.0,0.493,0.7898,0.2235,-0.2253,0
11800,10,41.4,0.69,4,27.6,1656,28,2,730,37,11,14,10,11,41,0,0.374,3.38,0.22,0.2694,0.3882,-0.5556,0
11801,2,58.4,0.97,33,64.02,3854,4,0,1484,17,22,16,1,139,18,0,0.0,0.0,0.346,0.2693,0.0179,-1.6768,0
11802,12,70.4,1.17,14,196.56,11827,36,1,1481,21,100,22,9,249,0,1,0.226,2.17,0.513,0.5544,0.9645,0.6452,1
11803,7,70.4,1.17,28,229.32,13798,4,0,461,30,66,8,10,72,30,0,0.385,0.0,0.25,0.2237,0.1328,0.0203,0
11804,4,55.0,0.92,27,99.36,5940,22,1,2074,12,82,5,12,120,0,2,0.058,1.92,0.288,0.8374,0.0392,-0.1504,0
11805,8,45.4,0.76,34,206.72,12349,0,1,1861,27,92,14,13,115,49,0,0.219,1.76,0.2,0.993,0.2731,-0.0549,0
11806,2,30.8,0.51,3,3.06,185,15,0,1190,39,25,16,4,0,35,0,0.0,0.0,0.293,0.2447,0.5758,-0.3907,0
11807,8,47.5,0.79,12,75.84,4560,43,1,2943,1,16,14,14,105,0,0,0.0,1.79,0.311,0.6126,0.2121,1.2601,0
11808,13,34.7,0.58,16,120.64,7218,35,1,2745,21,88,4,22,0,77,0,0.05,1.58,0.373,0.5738,0.4554,-1.526,0
11809,8,43.8,0.73,28,163.52,9811,19,1,1018,1,76,31,17,0,13,2,0.292,1.73,0.225,0.9041,0.1766,1.1157,0
11810,10,69.7,1.16,12,139.2,8364,17,2,2177,40,153,18,6,93,15,1,0.275,4.32,0.27,0.9775,0.5391,1.0361,0
11811,14,83.9,1.4,22,431.2,25841,5,0,1817,26,85,8,0,21,81,0,0.493,0.0,0.508,0.4006,0.2956,-0.6775,0
11812,9,49.8,0.83,43,321.21,19273,20,0,1110,15,65,15,5,0,39,0,0.219,0.0,0.335,0.2037,0.9053,1.48,0
11813,13,61.4,1.02,7,92.82,5587,15,0,2309,14,74,21,0,40,1,0,0.432,0.0,0.292,0.9435,0.9278,-0.4244,0
11814,7,68.2,1.14,13,103.74,6206,29,5,1275,75,152,1,13,239,35,0,0.652,10.7,0.379,0.7453,0.4255,1.5785,1
11815,9,34.8,0.58,21,109.62,6577,7,4,2900,44,29,0,0,120,0,0,0.254,6.32,0.195,0.731,0.9898,-0.3459,0
11816,1,81.1,1.35,20,27.0,1622,21,0,2920,23,63,0,5,30,23,0,0.279,0.0,0.174,0.9623,0.8122,0.4917,0
11817,11,73.5,1.23,31,419.43,25064,39,0,1919,1,59,15,29,95,36,2,0.211,0.0,0.299,0.1502,0.2689,1.1722,0
11818,6,53.1,0.88,28,147.84,8921,0,2,2005,11,111,0,13,0,6,1,0.141,3.76,0.176,0.5271,0.4414,0.4817,0
11819,10,52.3,0.87,42,365.4,21966,36,2,2400,83,152,10,34,94,59,0,0.568,3.74,0.307,0.4062,0.2541,1.1152,1
11820,5,77.6,1.29,8,51.6,3104,45,4,1626,36,2,16,6,253,5,0,0.0,9.16,0.171,0.7259,0.8725,1.8504,0
11821,2,68.5,1.14,25,57.0,3425,23,1,2884,47,78,32,30,206,86,1,0.323,2.14,0.372,0.2219,0.8615,-0.1241,1
11822,5,39.2,0.65,22,71.5,4312,0,0,1268,33,11,29,22,152,0,1,0.274,0.0,0.334,0.3081,0.2482,0.1409,0
11823,9,30.0,0.5,9,40.5,2430,0,1,1964,30,146,13,11,0,0,1,0.469,1.5,0.313,0.167,0.9105,0.9409,0
11824,2,53.7,0.9,28,50.4,3007,46,0,3460,1,34,3,21,102,10,0,0.268,0.0,0.24,0.437,0.8572,-0.9835,0
11825,4,67.2,1.12,1,4.48,269,29,2,1677,13,116,5,9,95,0,1,0.019,4.24,0.263,0.4869,0.9974,-1.7983,0
11826,10,66.4,1.11,26,288.6,17264,0,0,648,46,31,4,0,41,0,0,0.142,0.0,0.266,0.1389,0.9664,0.6036,0
11827,7,75.8,1.26,2,17.64,1061,13,0,3020,10,14,7,0,55,0,0,0.397,0.0,0.279,0.9722,0.7559,0.2859,0
11828,6,42.2,0.7,20,84.0,5064,22,5,3246,14,22,14,24,75,0,0,0.38,8.5,0.351,0.219,0.4189,-0.047,0
11829,4,74.0,1.23,20,98.4,5920,15,2,1946,24,0,24,0,122,25,0,0.451,4.46,0.229,0.0663,0.688,1.7255,0
11830,9,43.6,0.73,21,137.97,8240,13,1,917,55,17,0,15,17,45,0,0.0,1.73,0.161,0.3494,0.5575,-0.0871,0
11831,6,64.3,1.07,43,276.06,16589,18,6,1607,42,102,13,0,0,0,0,0.061,12.42,0.266,0.0752,0.0394,-1.9593,1
11832,6,47.3,0.79,25,118.5,7095,31,0,2572,35,48,0,6,161,54,0,0.116,0.0,0.137,0.0889,0.3249,-0.7965,0
11833,7,17.5,0.29,27,54.81,3308,13,1,3170,26,0,27,13,0,14,0,0.264,1.29,0.406,0.2059,0.5445,1.8024,0
11834,7,29.1,0.49,36,123.48,7333,29,0,1367,19,47,9,6,73,0,2,0.117,0.0,0.304,0.1913,0.6003,-0.659,0
11835,14,51.1,0.85,1,11.9,715,0,0,1127,25,68,16,6,40,0,0,0.07,0.0,0.192,0.5068,0.2749,-0.3271,0
11836,9,35.9,0.6,11,59.4,3554,28,1,2355,76,0,13,16,48,54,1,0.186,1.6,0.416,0.5298,0.5391,-0.8661,0
11837,9,72.1,1.2,26,280.8,16871,56,0,1861,25,70,32,8,126,40,1,0.154,0.0,0.499,0.6863,0.2649,2.1636,1
11838,10,84.6,1.41,25,352.5,21150,26,5,1495,34,105,41,0,241,0,0,0.461,12.05,0.519,0.3733,0.3727,0.0574,1
11839,3,50.1,0.84,30,75.6,4509,0,1,1911,27,0,0,16,0,44,0,0.028,1.84,0.263,0.7551,0.9767,1.2866,1
11840,6,39.1,0.65,1,3.9,235,20,0,781,16,0,7,18,153,16,0,0.45,0.0,0.37,0.3872,0.389,0.0184,0
11841,12,55.9,0.93,36,401.76,24149,30,1,4283,54,0,8,20,179,25,2,0.361,1.93,0.305,0.7596,0.9468,-0.3307,1
11842,6,42.6,0.71,1,4.26,256,15,2,1098,61,51,0,16,0,30,0,0.049,3.42,0.156,0.145,0.9057,-1.3043,0
11843,9,68.0,1.13,26,264.42,15912,28,6,2566,79,0,13,35,258,23,2,0.048,12.78,0.411,0.3494,0.2219,-1.9287,1
11844,4,63.4,1.06,33,139.92,8369,2,3,1937,37,3,9,12,127,0,1,0.411,6.18,0.163,0.4428,0.4292,-1.3652,0
11845,6,45.3,0.76,23,104.88,6251,3,0,2006,26,0,22,13,20,70,0,0.218,0.0,0.411,0.8685,0.7946,-0.6587,0
11846,9,60.8,1.01,35,318.15,19152,31,1,1733,13,0,16,6,0,10,0,0.283,2.01,0.38,0.6182,0.8968,-0.3625,0
11847,9,54.5,0.91,27,221.13,13244,41,0,1557,1,22,20,0,136,0,2,0.316,0.0,0.329,0.0418,0.7403,0.1248,1
11848,8,53.7,0.9,15,108.0,6444,31,0,1672,27,59,35,1,181,27,2,0.0,0.0,0.208,0.3073,0.6419,0.5607,1
11849,3,27.2,0.45,49,66.15,3998,44,2,1515,22,67,0,3,25,0,0,0.05,2.9,0.241,0.9759,0.4092,0.1165,0
11850,7,49.5,0.82,17,97.58,5890,0,0,1467,18,0,6,17,42,33,0,0.18,0.0,0.265,0.5808,0.4665,2.5536,0
11851,5,31.5,0.52,18,46.8,2835,0,2,1271,38,85,15,0,0,52,0,0.468,3.04,0.142,0.8216,0.2854,0.1153,0
11852,9,43.1,0.72,35,226.8,13577,27,3,1735,12,26,24,0,0,0,0,0.148,5.16,0.238,0.0421,0.3064,0.0837,1
11853,3,101.9,1.7,40,204.0,12228,11,4,2878,37,67,9,11,0,0,0,0.033,10.8,0.294,0.8731,0.5949,1.4575,1
11854,10,47.0,0.78,24,187.2,11280,18,2,2261,32,106,3,5,106,31,1,0.53,3.56,0.466,0.088,0.38,-0.1794,0
11855,8,50.9,0.85,41,278.8,16695,46,0,2492,38,21,15,18,183,54,1,0.165,0.0,0.265,0.5687,0.3329,-1.2855,0
11856,15,54.4,0.91,38,518.7,31008,2,3,1527,14,14,20,16,194,6,0,0.324,5.73,0.449,0.0029,0.01,-0.9684,0
11857,6,62.6,1.04,26,162.24,9766,2,2,3046,5,0,0,0,0,0,1,0.029,4.08,0.349,0.3004,0.2217,0.0588,0
11858,7,52.8,0.88,24,147.84,8870,20,0,1480,26,59,0,6,8,71,0,0.108,0.0,0.316,0.368,0.1643,-0.231,0
11859,8,63.4,1.06,48,407.04,24346,21,2,257,45,12,7,16,3,1,0,0.386,4.12,0.367,0.838,0.5939,-0.8385,1
11860,13,41.0,0.68,26,229.84,13858,44,0,2008,34,51,11,9,0,46,0,0.146,0.0,0.348,0.4809,0.7707,-1.6186,0
11861,4,75.7,1.26,19,95.76,5753,34,0,1369,43,80,0,11,40,7,0,0.109,0.0,0.23,0.6181,0.9253,-0.0585,0
11862,14,99.5,1.66,24,557.76,33432,18,0,1838,1,1,16,0,120,0,2,0.31,0.0,0.413,0.8617,0.5722,-0.2617,0
11863,6,20.9,0.35,8,16.8,1003,42,1,1088,33,155,15,0,210,0,0,0.0,1.35,0.134,0.5209,0.408,0.0328,0
11864,8,56.4,0.94,21,157.92,9475,12,2,1141,44,128,24,1,0,56,0,0.316,3.88,0.42,0.4873,0.6991,-1.3456,1
11865,9,42.2,0.7,1,6.3,380,21,1,2181,36,50,8,20,23,0,0,0.258,1.7,0.423,0.4658,0.0619,-1.6021,0
11866,12,93.8,1.56,22,411.84,24763,50,0,1716,48,68,11,8,146,61,3,0.183,0.0,0.393,0.8885,0.9508,0.0081,1
11867,13,65.7,1.1,1,14.3,854,27,1,958,44,47,22,17,261,0,0,0.34,2.1,0.483,0.1256,0.6607,-0.0862,0
11868,8,56.7,0.94,33,248.16,14969,2,3,448,39,0,4,15,0,15,1,0.051,5.82,0.181,0.4397,0.1567,-0.6595,0
11869,7,36.9,0.62,46,199.64,11882,20,1,1313,53,165,0,14,122,0,0,0.0,1.62,0.317,0.2617,0.2555,1.1545,0
11870,11,49.6,0.83,16,146.08,8730,17,0,1881,7,116,18,6,0,0,0,0.249,0.0,0.4,0.5482,0.2694,-0.8962,0
11871,8,69.2,1.15,21,193.2,11626,8,0,837,18,130,16,11,89,35,0,0.02,0.0,0.197,0.6868,0.2033,-2.0998,0
11872,5,75.5,1.26,27,170.1,10192,48,0,1940,24,118,23,5,115,0,0,0.259,0.0,0.38,0.6422,0.5939,1.0546,1
11873,12,72.6,1.21,16,232.32,13939,43,3,2637,24,123,0,8,51,55,1,0.511,6.63,0.525,0.9989,0.0025,1.6532,1
11874,8,44.4,0.74,5,29.6,1776,40,0,2138,24,98,18,0,118,0,1,0.606,0.0,0.406,0.5791,0.7377,2.2553,0
11875,15,11.6,0.19,31,88.35,5394,46,2,2355,56,0,16,23,0,29,0,0.131,2.38,0.337,0.7705,0.6034,-0.2128,0
11876,9,59.5,0.99,1,8.91,536,9,0,518,17,49,0,25,18,33,0,0.28,0.0,0.282,0.2872,0.9029,0.3336,0
11877,10,67.6,1.13,15,169.5,10140,36,4,2346,36,0,0,19,7,0,1,0.069,8.52,0.38,0.0464,0.9132,-1.3632,0
11878,1,82.1,1.37,33,45.21,2709,14,1,2608,3,83,8,14,140,25,0,0.251,2.37,0.136,0.7569,0.8691,-0.045,0
11879,2,72.4,1.21,8,19.36,1158,11,0,1745,12,46,31,5,56,0,0,0.195,0.0,0.142,0.6927,0.8402,-0.5638,0
